classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
433277459,trouille,408711,9ed650d09092216bb3e1,21952,Simulation Event Classification,28.44,2022-08-18 17:17:52 UTC,,,"{""source"":""api"",""session"":""d2f21a3564fc04e26b400a157ca9df9a5e403f3ac78149614c9dd0f55fd08118"",""viewport"":{""width"":1481,""height"":1180},""started_at"":""2022-08-18T16:53:27.796Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2022-08-18T17:17:45.089Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[2151250,1785529,1749049,1694543,1599402,1599293,1640829,1559345],""subject_dimensions"":[{""clientWidth"":975,""clientHeight"":731}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-18T16:53:34.342Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Cascade""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Definitely Confident""}]","{""78344707"":{""retired"":null,""Run"":""21971"",""Event"":""26485"",""Filename"":""run21971_event26485_index12_compressed.mp4"",""#prediction_0000"":""1.4324832591228187e-05"",""#prediction_0001"":""4.834739229409024e-06"",""#prediction_0002"":""0.15294237434864044"",""#prediction_0003"":""0.010215455666184425"",""#prediction_0004"":""0.8368229866027832""}}",78344707
433501405,not-logged-in-3f2c5d69cbbff70343a4,,3f2c5d69cbbff70343a4,21952,Simulation Event Classification,28.44,2022-08-19 17:09:34 UTC,,,"{""source"":""api"",""session"":""7d8055bb935fd67b5fdcc510e8f5a83910d5d5f996ea50c7a0c343c5fc436a56"",""viewport"":{""width"":1637,""height"":968},""started_at"":""2022-08-19T17:08:23.871Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:103.0) Gecko/20100101 Firefox/103.0"",""utc_offset"":""14400"",""finished_at"":""2022-08-19T17:09:34.656Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1121,""clientHeight"":841}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-19T17:08:23.784Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Through-Going Track""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Kind of/Somewhat Confident""},{""task"":""T2"",""task_label"":""Is there anything else you noticed?"",""value"":""This was mostly noise. ""}]","{""78344729"":{""retired"":null,""Run"":""21971"",""Event"":""7674"",""Filename"":""run21971_event7674_index9compressed.mp4"",""#prediction_0000"":""0.13821785151958466"",""#prediction_0001"":""0.36775293946266174"",""#prediction_0002"":""0.05709144100546837"",""#prediction_0003"":""0.23001906275749207"",""#prediction_0004"":""0.20691873133182526""}}",78344729
433501623,not-logged-in-08b385dfa439403591fa,,08b385dfa439403591fa,21952,Simulation Event Classification,28.44,2022-08-19 17:10:46 UTC,,,"{""source"":""api"",""session"":""e1188b8323ef2d66795de7533ec87f6ccc0398a331a2596231d661c5fab39ceb"",""viewport"":{""width"":1280,""height"":619},""started_at"":""2022-08-19T17:07:50.081Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2022-08-19T17:10:41.447Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":769,""clientHeight"":557}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-19T17:07:55.104Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Through-Going Track""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Mostly Confident""}]","{""78344691"":{""retired"":null,""Run"":""21971"",""Event"":""3915"",""Filename"":""run21971_event3915_index9_compressed.mp4"",""#prediction_0000"":""0.0006850720383226871"",""#prediction_0001"":""0.00015256713959388435"",""#prediction_0002"":""0.899885356426239"",""#prediction_0003"":""0.0002042826235992834"",""#prediction_0004"":""0.09907276928424835""}}",78344691
433501689,not-logged-in-3f2c5d69cbbff70343a4,,3f2c5d69cbbff70343a4,21952,Simulation Event Classification,28.44,2022-08-19 17:11:13 UTC,,,"{""source"":""api"",""session"":""7d8055bb935fd67b5fdcc510e8f5a83910d5d5f996ea50c7a0c343c5fc436a56"",""viewport"":{""width"":1637,""height"":968},""started_at"":""2022-08-19T17:09:34.669Z"",""user_agent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:103.0) Gecko/20100101 Firefox/103.0"",""utc_offset"":""14400"",""finished_at"":""2022-08-19T17:11:11.783Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1121,""clientHeight"":841}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-19T17:08:23.784Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Skimming""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Not Really Confident""},{""task"":""T2"",""task_label"":""Is there anything else you noticed?"",""value"":""Other""}]","{""78344666"":{""retired"":null,""Run"":""21971"",""Event"":""28709"",""Filename"":""run21971_event28709_index4_compressed.mp4"",""#prediction_0000"":""0.9996730089187622"",""#prediction_0001"":""8.15734097159293e-07"",""#prediction_0002"":""7.828285015420988e-05"",""#prediction_0003"":""3.2204210583586246e-05"",""#prediction_0004"":""0.00021572412515524775""}}",78344666
434359058,not-logged-in-1388d544d64c2cbc0be2,,1388d544d64c2cbc0be2,21952,Simulation Event Classification,28.50,2022-08-23 23:31:50 UTC,,,"{""source"":""api"",""session"":""537c98c04f6f58a54fe868928f2f2cc9520efb3d7e4ac259443b16abf397886e"",""viewport"":{""width"":428,""height"":746},""started_at"":""2022-08-23T23:30:11.028Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1"",""utc_offset"":""-28800"",""finished_at"":""2022-08-23T23:31:49.664Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":402,""clientHeight"":302}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-23T23:30:10.719Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Cascade""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Mostly Confident""}]","{""78344704"":{""retired"":null,""Run"":""21971"",""Event"":""21375"",""Filename"":""run21971_event21375_index11_compressed.mp4"",""#prediction_0000"":""0.002493343548849225"",""#prediction_0001"":""0.0014750335831195116"",""#prediction_0002"":""0.00021682229998987168"",""#prediction_0003"":""0.9925665855407715"",""#prediction_0004"":""0.0032483809627592564""}}",78344704
434359172,not-logged-in-1388d544d64c2cbc0be2,,1388d544d64c2cbc0be2,21952,Simulation Event Classification,28.50,2022-08-23 23:32:34 UTC,,,"{""source"":""api"",""session"":""537c98c04f6f58a54fe868928f2f2cc9520efb3d7e4ac259443b16abf397886e"",""viewport"":{""width"":428,""height"":827},""started_at"":""2022-08-23T23:31:49.676Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1"",""utc_offset"":""-28800"",""finished_at"":""2022-08-23T23:32:34.549Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":402,""clientHeight"":302}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-23T23:30:10.719Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Through-Going Track""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Definitely Confident""}]","{""78344741"":{""retired"":null,""Run"":""21971"",""Event"":""13221"",""Filename"":""run21971_event13221_index11compressed.mp4"",""#prediction_0000"":""0.2532808184623718"",""#prediction_0001"":""0.1486772745847702"",""#prediction_0002"":""0.2844604551792145"",""#prediction_0003"":""0.06910403817892075"",""#prediction_0004"":""0.24447739124298096""}}",78344741
434370559,not-logged-in-70fafdf9d4cb40f2e0e7,,70fafdf9d4cb40f2e0e7,21952,Simulation Event Classification,28.50,2022-08-24 00:37:19 UTC,,,"{""source"":""api"",""session"":""7a441ee5bc52e38c68fcccef722397a7ad31b7e55e9d15b99401bd0e8267fcc6"",""viewport"":{""width"":1366,""height"":981},""started_at"":""2022-08-24T00:36:19.357Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"",""utc_offset"":""-28800"",""finished_at"":""2022-08-24T00:37:19.319Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":866,""clientHeight"":650}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-24T00:36:19.134Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Through-Going Track""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Definitely Confident""}]","{""78344693"":{""retired"":null,""Run"":""21971"",""Event"":""3895"",""Filename"":""run21971_event3895_index8_compressed.mp4"",""#prediction_0000"":""0.008465983904898167"",""#prediction_0001"":""0.0017302685882896185"",""#prediction_0002"":""0.9852035045623779"",""#prediction_0003"":""0.0008532623178325593"",""#prediction_0004"":""0.003746956819668412""}}",78344693
434370696,not-logged-in-70fafdf9d4cb40f2e0e7,,70fafdf9d4cb40f2e0e7,21952,Simulation Event Classification,28.50,2022-08-24 00:37:53 UTC,,,"{""source"":""api"",""session"":""7a441ee5bc52e38c68fcccef722397a7ad31b7e55e9d15b99401bd0e8267fcc6"",""viewport"":{""width"":1366,""height"":981},""started_at"":""2022-08-24T00:37:34.862Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"",""utc_offset"":""-28800"",""finished_at"":""2022-08-24T00:37:53.506Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":866,""clientHeight"":650}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-24T00:36:19.134Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Through-Going Track""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Definitely Confident""}]","{""78344741"":{""retired"":null,""Run"":""21971"",""Event"":""13221"",""Filename"":""run21971_event13221_index11compressed.mp4"",""#prediction_0000"":""0.2532808184623718"",""#prediction_0001"":""0.1486772745847702"",""#prediction_0002"":""0.2844604551792145"",""#prediction_0003"":""0.06910403817892075"",""#prediction_0004"":""0.24447739124298096""}}",78344741
434370699,not-logged-in-70fafdf9d4cb40f2e0e7,,70fafdf9d4cb40f2e0e7,21952,Simulation Event Classification,28.50,2022-08-24 00:37:54 UTC,,,"{""source"":""api"",""session"":""7a441ee5bc52e38c68fcccef722397a7ad31b7e55e9d15b99401bd0e8267fcc6"",""viewport"":{""width"":1366,""height"":981},""started_at"":""2022-08-24T00:37:19.327Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"",""utc_offset"":""-28800"",""finished_at"":""2022-08-24T00:37:34.853Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":866,""clientHeight"":650}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-08-24T00:36:19.134Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""56974""}","[{""task"":""T0"",""task_label"":""What type of signal do you see?"",""value"":""Through-Going Track""},{""task"":""T1"",""task_label"":""How confident are you in your answer?"",""value"":""Definitely Confident""}]","{""78344754"":{""retired"":null,""Run"":""21971"",""Event"":""1754"",""Filename"":""run21971_event1754_index9compressed.mp4"",""#prediction_0000"":""0.0979820266366005"",""#prediction_0001"":""0.20158305764198303"",""#prediction_0002"":""0.22131365537643433"",""#prediction_0003"":""0.39553001523017883"",""#prediction_0004"":""0.08359126001596451""}}",78344754
